user_id,Question,selected_Answer,selected_type,test_time,Pligt-Preben,Præstations-Preben,Perfektionist-Preben,Pyt-Preben
f5649826-cfe5-11ee-a457-574b9fcf517c,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,Du ser det som en udfordring og bruger straks en effektiv metode til at fange og udsætte edderkoppen.,Præstations-Preben,2024-02-22 12:25:40.039444,2,2,0,1
f5649826-cfe5-11ee-a457-574b9fcf517c,Du skal give en uventet præsentation på arbejde. Hvordan forbereder du dig?,Du improviserer og stoler på din evne til at tale under pres.,Pyt-Preben,2024-02-22 12:25:40.039444,2,2,0,1
f5649826-cfe5-11ee-a457-574b9fcf517c,Din yndlingsserie slutter med en skuffende finale. Hvordan reagerer du?,Du søger efter fan-teorier og alternative afslutninger online for at finde trøst.,Pligt-Preben,2024-02-22 12:25:40.039444,2,2,0,1
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 14:56:41.948499,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 14:56:41.948499,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 14:56:41.948499,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 14:56:41.948499,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 14:56:41.948499,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 14:57:59.786618,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 14:57:59.786618,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 14:57:59.786618,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 14:57:59.786618,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 14:57:59.786618,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:04:03.263446,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:04:03.263446,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:04:03.263446,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:04:03.263446,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:04:03.263446,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:09:20.683432,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:09:20.683432,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:09:20.683432,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:09:20.683432,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:09:20.683432,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:11:22.928102,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:11:22.928102,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:11:22.928102,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:11:22.928102,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:11:22.928102,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:20:15.612306,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:20:15.612306,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:20:15.612306,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:20:15.612306,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:20:15.612306,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:22:15.757728,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:22:15.757728,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:22:15.757728,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:22:15.757728,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:22:15.757728,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:26:27.451687,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:26:27.451687,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:26:27.451687,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:26:27.451687,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:26:27.451687,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:41:47.529835,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:41:47.529835,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:41:47.529835,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:41:47.529835,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:41:47.529835,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:47:28.086193,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:47:28.086193,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:47:28.086193,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:47:28.086193,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:47:28.086193,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:49:20.663403,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:49:20.663403,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:49:20.663403,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:49:20.663403,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:49:20.663403,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 15:49:56.791472,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 15:49:56.791472,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 15:49:56.791472,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 15:49:56.791472,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 15:49:56.791472,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 16:22:57.285939,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 16:22:57.285939,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 16:22:57.285939,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 16:22:57.285939,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 16:22:57.285939,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 16:26:26.761508,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 16:26:26.761508,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 16:26:26.761508,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 16:26:26.761508,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 16:26:26.761508,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Din yndlingsrestaurant introducerer en ny menu. Hvad gør du?,Spørger tjeneren om anbefalinger for at træffe den bedste beslutning.,Præstations-Preben,2024-02-27 16:27:06.367407,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal på en første date og kan ikke bestemme dig for, hvor I skal hen. Hvordan vælger du?",Du beslutter at lade din date vælge for at gøre aftenen mere spændende.,Pyt-Preben,2024-02-27 16:27:06.367407,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,Du finder en stor edderkop i dit hus. Hvad er din første reaktion?,"Du griner af situationen og måske endda tager et billede, før du fjerner den.",Pyt-Preben,2024-02-27 16:27:06.367407,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal vælge en film til film aften, men har svært ved at beslutte. Hvordan træffer du dit valg?","Du vælger noget, du ved, alle kan lide, selvom det er en film, du har set før.",Pligt-Preben,2024-02-27 16:27:06.367407,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,"Du skal lave en præsentation, men alle dine noter er på en anden computer. Hvordan improviserer du?",Du bruger pauserne til hurtigt at rekonstruere dine vigtigste pointer.,Perfektionist-Preben,2024-02-27 16:27:06.367407,1,1,1,2
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Du vågner op og opdager, at du ved et uheld har sovet over dig og er sent på den til et vigtigt møde. Hvordan reagerer du?","Du føler dig skyldig, sender en hurtig undskyldning til mødedeltagerne og ankommer så hurtigt som muligt.",Pligt-Preben,2024-02-28 00:10:19.325302,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Hvordan reagerer du, når du hører din yndlingssang spille i supermarkedet?",Du bruger sangen som motivation til at gennemføre din shopping hurtigere og mere effektivt.,Præstations-Preben,2024-02-28 00:10:19.325302,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,Din ven spørger dig om at deltage i et karaoke-show. Hvordan reagerer du?,"Du bliver nervøs ved tanken og bruger tid på at øve dig, så du kan præstere dit absolut bedste.",Perfektionist-Preben,2024-02-28 00:10:19.325302,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,Du er på en road trip og farer vild. Hvad er dit næste skridt?,Du ser det som en del af eventyret og fortsætter udforskningen.,Pyt-Preben,2024-02-28 00:10:19.325302,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Hvordan beslutter du, hvilken bog du skal læse næste gang?","Ud fra en anbefaling fra en ven, der kender din smag.",Pligt-Preben,2024-02-28 00:10:19.325302,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Du vågner op og opdager, at du ved et uheld har sovet over dig og er sent på den til et vigtigt møde. Hvordan reagerer du?","Du føler dig skyldig, sender en hurtig undskyldning til mødedeltagerne og ankommer så hurtigt som muligt.",Pligt-Preben,2024-02-28 00:29:31.755922,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Hvordan reagerer du, når du hører din yndlingssang spille i supermarkedet?",Du bruger sangen som motivation til at gennemføre din shopping hurtigere og mere effektivt.,Præstations-Preben,2024-02-28 00:29:31.755922,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,Din ven spørger dig om at deltage i et karaoke-show. Hvordan reagerer du?,"Du bliver nervøs ved tanken og bruger tid på at øve dig, så du kan præstere dit absolut bedste.",Perfektionist-Preben,2024-02-28 00:29:31.755922,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,Du er på en road trip og farer vild. Hvad er dit næste skridt?,Du ser det som en del af eventyret og fortsætter udforskningen.,Pyt-Preben,2024-02-28 00:29:31.755922,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Hvordan beslutter du, hvilken bog du skal læse næste gang?","Ud fra en anbefaling fra en ven, der kender din smag.",Pligt-Preben,2024-02-28 00:29:31.755922,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Du vågner op og opdager, at du ved et uheld har sovet over dig og er sent på den til et vigtigt møde. Hvordan reagerer du?","Du føler dig skyldig, sender en hurtig undskyldning til mødedeltagerne og ankommer så hurtigt som muligt.",Pligt-Preben,2024-02-28 00:31:15.291481,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,"Hvordan reagerer du, når du hører din yndlingssang spille i supermarkedet?",Du bruger sangen som motivation til at gennemføre din shopping hurtigere og mere effektivt.,Præstations-Preben,2024-02-28 00:31:15.291481,2,1,1,1
